size,time,max_time,connectivity,t_bqm,t_sim,t_quant,t_one_start,t_precedence,t_share_machine,t_remove_absurd_times,t_stitcher,t_edit_bqm,sim_sol,quant_sol,quant_reverse_sol_45,quant_reverse_sol_70,hybrid_sol,greedy_sol,tabu_sol,num_var,num_var_jobs,num_var_aux,qubits,max_chain,qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_id
4,1,9,0.124211130235227,1.54927182197571,1.65638852119446,2.6603684425354,0.003207683563232,0.018394231796265,0.018452882766724,0.002855777740479,1.50594472885132,6.53266906738281E-05,2.40000344961072,10.0000041591776,8.00000512710498,2.00000238418579,2.40000486373901,6.40000546089095,2.40000510215759,84,76,8,263,6,115300,20,74,132359,21876,17059,21,113,12196,f6fdde5d-e33a-44e6-85db-58eb3e0502e6
4,1,10,0.120167189132706,2.15011048316956,1.78018832206726,1.67006182670593,0.008959293365479,0.06137228012085,0.02460503578186,0.003989219665527,2.05064296722412,9.01222229003906E-05,2.0000039223159,10.4000048486948,6.88000631332397,4.00000309944153,2.00000594075433,14.0000065574594,2.0800062417984,88,76,12,268,6,123020,20,82,140074,20969,17054,21,83,5576,b1e1caa2-79e4-4d60-9944-c7a4d6f23004
4,1,10,0.116248693834901,1.73015189170837,2.09215378761291,1.85435175895691,0.00530481338501,0.024099111557007,0.024711132049561,0.004434823989868,1.67105150222778,8.03470611572266E-05,2.00000342990074,8.0000041785736,6.00000643730164,3.99999997987101,2.00000590149116,12.0000063783283,4.00000619888306,88,76,12,275,7,132060,20,91,149108,13511,17048,21,388,4653,675ff3c1-cea7-46e6-a0da-2481d3c4ea08
4,1,10,0.118077324973877,1.7787401676178,1.76928853988647,1.22193121910095,0.005382537841797,0.024320840835571,0.025429725646973,0.005307197570801,1.71771478652954,0.000102996826172,2.48000374492477,10.4800046515934,4.48000586032867,6.11200618743897,2.48000526428223,16.0000064373015,2.80000638961792,88,76,12,288,7,99260,20,58,116306,16809,17046,21,221,2390,f7fe3c4a-1ed2-40b0-b372-9768d93ccac6
4,1,10,0.123506927854754,1.93050360679626,1.82981991767883,1.61567950248718,0.004845380783081,0.034890174865723,0.019607067108154,0.002947092056274,1.86783647537231,0.00006103515625,2.48000465159146,8.80000569623089,8.40000605678031,2.88000595569611,2.48000514507294,10.0000052461571,2.48000550270081,92,80,12,323,7,139100,20,98,156130,19952,17030,21,289,4367,03e53bc5-7c99-4992-8dae-e7d90303ad43
4,1,10,0.114035087719298,1.824298620224,1.93292808532715,2.16948342323303,0.00530743598938,0.02357816696167,0.040134191513062,0.003803253173828,1.7509548664093,9.17911529541016E-05,2.16000445448981,10.2560049472454,6.11200618743897,4.00000256363105,2.1600056886673,12.1760059595108,2.49600575383417,96,80,16,286,6,100340,20,59,117387,15180,17047,21,306,6188,d6ce564a-7c86-4b3f-a69f-b67b594972f5
4,1,10,0.115350877192982,20.5531253814697,1.90439558029175,3.38243699073791,0.005359888076782,0.023871421813965,0.025607109069824,0.004926919937134,20.492856502533,7.17639923095703E-05,2.0000037255528,4.40000415917757,4.40000641345978,4.40000641345978,2.00000576257172,16.4000059169124,2.40000605583191,96,80,16,292,5,120820,20,80,137872,15371,17052,21,306,3989,38c621df-4dab-44f3-b8d1-75672cfadd73
4,1,11,0.12,44.9764077663422,1.92165803909302,3.57460927963257,0.007824182510376,0.023431777954102,0.038111686706543,0.003788948059082,44.902768611908,6.60419464111328E-05,2.16000498666563,10.8000053611584,6.80000555515289,6.16000580787659,2.16000497341156,12.0000046707693,4.40000510215759,100,84,16,353,8,125300,20,84,142351,20122,17051,21,329,6265,07d70484-3082-4a2f-bb45-72ee7f60feb3
4,1,12,0.120985810306199,2.18564105033875,2.12780070304871,3.8633885383606,0.015267372131348,0.029227256774902,0.030184030532837,0.004848003387451,2.10545659065247,9.75131988525391E-05,2.09600595246479,10.5600065831872,6.16000580787659,2.00000238418579,2.09600567817688,16.0000056028366,2.56000590324402,104,88,16,403,8,146900,20,106,163918,18345,17018,21,395,5017,2a0d781a-6a2d-473a-8a2c-e32690f6a079
4,1,11,0.116476289373486,46.4663755893707,1.81502032279968,4.36105275154114,0.01628565788269,0.032607555389404,0.028662443161011,0.004219532012939,46.3839631080627,8.44001770019531E-05,2.08000559768186,8.5600065240569,8.88000486310235,4.00000234492262,2.08000504970551,10.8000054162335,2.40000534057617,108,92,16,442,9,138300,20,97,155323,15761,17023,21,320,4791,89952425-b0fd-4e7f-bd25-7cafb9fc18ea
4,1,11,0.116386554621849,259.686740875244,2.35123991966248,5.18192219734192,0.010219812393188,0.028412103652954,0.025825262069702,0.003629684448242,259.618097066879,0.000102758407593,2.09600758841111,14.0960080417377,6.08000818951574,4.00000232521247,2.09600835158105,14.4800082464113,4.08000814914703,120,100,20,505,8,110940,20,70,127943,16466,17003,21,270,3584,83ec2c1a-2694-4f1b-85f1-342217024bcd
